video_id,id,title,kind,description,etag,published_at,views,likes,dislikes,favorites,comments,iframe,link
0MQis5OZYyQ,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LmNqVFYyYzkxajhZ,Derivada de una transformada de Fourier,youtube#playlistItem,"En este video doy el teorema de la derivada de una transformada, también lo demuestro y hago un ejemplo de su uso.
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com",r4p_wjBGrxRXQ1Ga_3TCiN6v9Jk,2013-06-22T05:56:30Z,3186.0,25.0,0.0,0.0,0.0,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/0MQis5OZYyQ"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/0MQis5OZYyQ
nnb05kuMfbo,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LjBNUWlzNU9aWXlR,Transformada de Fourier de una transformada de Fourier   Video 2:2,youtube#playlistItem,"En este video explico como calcular la transformada de Fourier de una derivada donde la función tiene discontinuidades finitas. Demuestro el teorema y ademas hago un ejemplo de como usar la transformada de Fourier de una derivada para calcular la solución de una ecuaciones diferencial.
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com",09P9LFZCtJv0ZynCoNkEFjYWJYw,2013-06-22T05:42:29Z,1758.0,5.0,1.0,0.0,0.0,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/nnb05kuMfbo"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/nnb05kuMfbo
EF7bwjbsxvo,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3Lm5uYjA1a3VNZmJv,Transformada de Fourier de una derivada,youtube#playlistItem,"En este video demuestro el teorema de la transformada de Fourier de una derivada.
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com",qpa2bKvVIYHGXlvgD4-5b9A3-bc,2013-06-22T04:57:34Z,8353.0,61.0,4.0,0.0,6.0,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/EF7bwjbsxvo"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/EF7bwjbsxvo
TAz9vzHfcEU,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LkVGN2J3amJzeHZv,"Corrimiento en frecuencia, Escala e inversion del tiempo de una transformada de Fourier",youtube#playlistItem,"En este video explico y demuestro tres propiedades de la transformada de fourier.
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com",V-Jh8-sA-H1nrD088c3ooLwWCGw,2013-06-22T04:11:53Z,6729.0,32.0,9.0,0.0,2.0,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/TAz9vzHfcEU"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/TAz9vzHfcEU
csZ9ECCh-OE,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LlRBejl2ekhmY0VV,Corrimiento en el tiempo   Transformada de Fourier   demostracion,youtube#playlistItem,"En este video demuestro la propiedad del corrimiento en el tiempo de la transformada de Fourier.
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com",8d2rRKIrtTLEcFm9ufPVPJbsSKQ,2013-06-21T18:34:33Z,9820.0,51.0,4.0,0.0,1.0,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/csZ9ECCh-OE"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/csZ9ECCh-OE
XPkeBH_Ox8c,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LmNzWjlFQ0NoLU9F,Ejemplos de transformada de Fourier,youtube#playlistItem,"En este video hago varios ejemplos de como calcular la transformada de Fourier de funciones.
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com",8eofICXJZWjdA5k_4RLKK_vHlKg,2013-06-21T18:08:38Z,74474.0,262.0,27.0,0.0,20.0,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/XPkeBH_Ox8c"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/XPkeBH_Ox8c
R0qysBqGMCk,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LlhQa2VCSF9PeDhj,Transformada de Fourier HD - Ejemplo #1,youtube#playlistItem,"en este video hago un ejemplo de una transformada de Fourier.
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com",QtETq81rmfouOCegMsQt3qKtktA,2013-06-20T09:49:10Z,37197.0,89.0,32.0,0.0,12.0,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/R0qysBqGMCk"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/R0qysBqGMCk
E9TL4AgMzbc,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LlIwcXlzQnFHTUNr,Transformada de Fourier HD,youtube#playlistItem,"===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com",cut4rcAess7R-HP2q_09OZr5HRE,2013-06-19T07:00:14Z,114488.0,419.0,58.0,0.0,18.0,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/E9TL4AgMzbc"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/E9TL4AgMzbc
kDU8uxZQ6XY,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LkU5VEw0QWdNemJj,Integral de Fourier Compleja HD - Ejemplo #2,youtube#playlistItem,"En este video calculo la integral de fourier compleja. 

===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com",MZ6hnaqxjhWWSClnHmwQ2RI21eA,2013-06-19T06:39:47Z,8961.0,24.0,2.0,0.0,2.0,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/kDU8uxZQ6XY"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/kDU8uxZQ6XY
34TQd590oS0,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LmtEVTh1eFpRNlhZ,Integral de Fourier Compleja HD - Ejemplo #1,youtube#playlistItem,"En este video calculo la integral de fourier compleja. 
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com",Nkac1CY53It2znsfs4abcMcYNDg,2013-06-19T05:51:50Z,18760.0,61.0,12.0,0.0,4.0,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/34TQd590oS0"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/34TQd590oS0
IWw9dS5dJ7A,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LjM0VFFkNTkwb1Mw,Integral de Fourier Compleja HD,youtube#playlistItem,"En este video explico que es la integral de Fourier y demuestro su formula.
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com",gVhvKPv3UUFOwzAUYimIOMyDDA8,2013-06-19T05:02:43Z,6920.0,32.0,1.0,0.0,4.0,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/IWw9dS5dJ7A"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/IWw9dS5dJ7A
wei_M6OeAiY,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LklXdzlkUzVkSjdB,Integral de Fourier en senos cosenos,youtube#playlistItem,"En este video explico como hacer la integral de fourier en senos y cosenos. También hago un ejemplo.
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com",uCVB9E8lOupMphlAjSknX4LQeE8,2013-06-19T04:32:53Z,20709.0,93.0,6.0,0.0,3.0,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/wei_M6OeAiY"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/wei_M6OeAiY
mvwwFXLKttQ,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LndlaV9NNk9lQWlZ,Serie compleja de Fourier del rectificador de onda completa,youtube#playlistItem,"En este video calculo la serie de Fourier compleja para el rectificador de onda completa.
E(t)=ESen(λt)

===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com",kUy2VtmQ9KzqKDmVJ5zwNJvqR3w,2013-06-13T01:36:01Z,25694.0,120.0,4.0,0.0,21.0,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/mvwwFXLKttQ"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/mvwwFXLKttQ
XMBtl7Gzmqg,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3Lm12d3dGWExLdHRR,Problemas de optimización - funciones varias variables - Ejemplo #1,youtube#playlistItem,"En este video resuelvo un problema propuesto por Daniel Luviano en nuestra fanpage de Facebook. Es sobre problemas de optimización de funciones de varias variables.

===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com",Mlj_OGbRdqJswtpVW5RbiJBzVTY,2013-06-12T22:00:29Z,66537.0,541.0,23.0,0.0,33.0,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/XMBtl7Gzmqg"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/XMBtl7Gzmqg
8_L3rV9hDOE,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LlhNQnRsN0d6bXFn,Problemas de optimización - Ejemplo #7,youtube#playlistItem,"En este video doy un ejemplo de como resolver un problema de optimización.
==Problema 29 sección 4.7 del libro de Stewart==
En un cartel rectangular los márgenes superior e inferior miden 6 cm cada uno y los laterales, 4 cm. Si el área de material impreso se fija en 384 cm^2, ¿Cuáles son las dimensiones del cartel de área mínima? 
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com",09T6Lj_asGtZ_vN1fMN4AzL_9Os,2013-06-11T00:17:04Z,80487.0,618.0,75.0,0.0,52.0,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/8_L3rV9hDOE"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/8_L3rV9hDOE
kuYDcGIsHwo,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LjhfTDNyVjloRE9F,Problemas de optimización - Ejemplo #6,youtube#playlistItem,"En este video doy un ejemplo de como resolver un problema de optimización.
==Problema 24 sección 4.7 del libro de Stewart==
Halle el área del rectángulo más grande que se pueda inscribir en un triángulo rectángulo con catetos cuyas 
longitudes son de 3 cm y 4 cm, respectivamente, si dos de los lados del rectángulo se encuentran a lo largo 
de los catetos.
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com",khLDwdG9Pu6kkREglGXBh5qr26A,2013-06-06T19:21:12Z,86095.0,813.0,41.0,0.0,38.0,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/kuYDcGIsHwo"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/kuYDcGIsHwo
ODG7PqIVwNg,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3Lmt1WURjR0lzSHdv,Problemas de optimización - Ejemplo #5,youtube#playlistItem,"En este video doy un ejemplo de como resolver un problema de optimización.

Una ventana normanda tiene forma de rectángulo rematado por un semicírculo. Si el perímetro de la ventana es 
de 30 pies, encuentre las dimensiones de la ventana de modo que entre la cantidad más grande de luz.

===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com",nKhRvc2Q0Mb96F_9Ld2wDXvk1Zc,2013-06-06T18:18:28Z,110525.0,541.0,192.0,0.0,76.0,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/ODG7PqIVwNg"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/ODG7PqIVwNg
4IXfrfvFUgI,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3Lk9ERzdQcUlWd05n,Problemas de optimización - Ejemplo #4,youtube#playlistItem,"En este video doy un ejemplo de como resolver un problema de optimización.

Con cuatro pies de alambre se desean construir un circulo y un cuadrado, cuanto alambre hay que emplear en cada figura para lograr que entre ambas encierren el área máxima posible?


===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com",XYyoqnPNH1CVuzD-d7DTAUiVS8s,2013-06-05T00:36:42Z,47996.0,260.0,39.0,0.0,33.0,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/4IXfrfvFUgI"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/4IXfrfvFUgI
bFTJvx5RjAw,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LjRJWGZyZnZGVWdJ,Problemas de optimización - Ejemplo #3,youtube#playlistItem,"En este video doy un ejemplo de como resolver un problema de optimización.

Encuentre los puntos sobre la hipérbola y^2-x^2=4 que están más próximos 
al punto (2, 0).
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com",hA0-FSAO8qcPiqu5DSvcUnf3Ygs,2013-06-04T19:42:46Z,61043.0,260.0,27.0,0.0,25.0,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/bFTJvx5RjAw"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/bFTJvx5RjAw
wtvlyFDx63o,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LmJGVEp2eDVSakF3,Problemas de optimización - Ejemplo #2,youtube#playlistItem,"En este video doy un ejemplo de como resolver un problema de optimización.

Un fabricante desea diseñar una caja abierta con base cuadrada y un área de 108 pulgadas cuadradas de superficie. ¿Qué dimensiones producen la caja de máximo volumen?

=== Partes del video ==

0:00 Introduccion
0:18 Enunciado del problema
0:32 Plateamiento del problema
1:05 Funcion Objetivo
1:22 Restriccion
1:53 Plateamiento Matematico de la funcion objetivo
2:38 Plateamiento Matematico de la restriccion
3:59 Solucion

===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com",D91R7OGkVeVtvnK0ksXXNvvvM4g,2013-06-03T23:22:11Z,249916.0,1183.0,63.0,0.0,136.0,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/wtvlyFDx63o"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/wtvlyFDx63o
XSZYdTgMMp8,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3Lnd0dmx5RkR4NjNv,Problemas de optimización - Ejemplo #1,youtube#playlistItem,"En este video doy un ejemplo de como resolver un problema de optimización.

Con el proposito de tener mayor seguridad, un fabricante planea cercar un área de almacenamiento rentangular de 10,800 pies cuadrados, que es adyacente a un edificio, el cual utilizara como uno de los lados del área cercada. La cerca paralela al edificio da a una carretera y costara $3 por pie intalado, mientras que la cerca de los otros lados costara $2 por pie instalado. Encontrar la cantidad de cada tipo de cerca, de manera que el costo total sea mínimo. ¿Cuál es el costo mínimo?

===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com",wzsVjQ0U9M-EIrO5VCTA61-ffIk,2013-06-03T23:11:27Z,51145.0,193.0,29.0,0.0,46.0,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/XSZYdTgMMp8"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/XSZYdTgMMp8
JIFVHPdSjIE,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LlhTWllkVGdNTXA4,Cambio de Variable en integrales dobles - Aplicación del Jacobiano - Ejemplo #2,youtube#playlistItem,"En este video hago un ejemplo de como hacer un cambio de variables en integrales dobles para integrar usando una región mas simple. Esto lo hago usando el Jacobiano de una transformación.
Curso de integrales multiples $9 con este cupón https://www.udemy.com/integrales-multiples/?couponCode=YTcan­al

===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com",sq9EfBMFWfF3_1UtM0mVJxRmY48,2013-06-03T22:58:33Z,83969.0,617.0,49.0,0.0,72.0,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/JIFVHPdSjIE"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/JIFVHPdSjIE
ySfYo4wxYoM,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LkpJRlZIUGRTaklF,Cambio de Variable en integrales dobles - Aplicación del Jacobiano - Ejemplo #1,youtube#playlistItem,"En este video hago un ejemplo de como hacer un cambio de variables en integrales dobles para integrar usando una región mas simple. Esto lo hago usando el Jacobiano de una transformación.
Curso de integrales multiples $9 con este cupón https://www.udemy.com/integrales-multiples/?couponCode=YTcan­al

===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com",i8Y4onJy1IA465PtByrDQJA-yP4,2013-06-02T05:17:16Z,124086.0,503.0,61.0,0.0,47.0,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/ySfYo4wxYoM"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/ySfYo4wxYoM
O2afN6p84bY,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LnlTZllvNHd4WW9N,Circuitos Serie-Paralelo ❖ Ejemplo #7,youtube#playlistItem,"En este video hago un ejemplo de como analizar un circuito que tiene resistencias y un transistor. Encontramos todos los voltajes en el transistor.
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com",rzj_S3jyahi9wLi2f-hmDMu4vD0,2013-06-01T05:11:06Z,9612.0,53.0,2.0,0.0,3.0,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/O2afN6p84bY"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/O2afN6p84bY
k19rVsz-WCA,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3Lk8yYWZONnA4NGJZ,Volumen de sólidos de áreas conocidas ❂ Ejemplo #1,youtube#playlistItem,"En este video explico como usar una sección de área conocida para encontrar el volumen de un solido usando la integral sobre esa área conocida.

===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com",7jLbMMz21mUGQgGoc66HBEjF9JI,2013-05-30T23:57:03Z,27058.0,126.0,47.0,0.0,14.0,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/k19rVsz-WCA"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/k19rVsz-WCA
txX_bjprE_k,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LmsxOXJWc3otV0NB,Circuitos Serie-Paralelo ❖ Ejemplo #6,youtube#playlistItem,"En este video hago un ejemplo de como analizar un circuito que tiene resistencias en serie y en paralelo.
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com",50KUfIqKhPUFN8rRo9cG0gXr1DM,2013-05-30T16:24:20Z,9044.0,39.0,2.0,0.0,2.0,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/txX_bjprE_k"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/txX_bjprE_k
N6ElxJ8fs7M,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LnR4WF9ianByRV9r,Circuitos Serie-Paralelo ❖ Ejemplo #5,youtube#playlistItem,"En este video hago un ejemplo de como analizar un circuito que tiene resistencias en serie y en paralelo.
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com",ia1XnA-ngkLtq8LCivbGDMHjpjI,2013-05-27T03:20:47Z,11449.0,45.0,5.0,0.0,3.0,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/N6ElxJ8fs7M"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/N6ElxJ8fs7M
6DYpb-FJ-FU,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3Lk42RWx4SjhmczdN,Circuitos Serie-Paralelo ❖ Ejemplo #4,youtube#playlistItem,"En este video hago un ejemplo de como analizar un circuito que tiene resistencias en serie y en paralelo.
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com",a-He4YUmZ0IHgB-BVm76bF3ZWdM,2013-05-27T00:25:03Z,18124.0,85.0,11.0,0.0,18.0,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/6DYpb-FJ-FU"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/6DYpb-FJ-FU
OklmAuRi2SQ,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LjZEWXBiLUZKLUZV,Circuitos Serie-Paralelo ❖ Ejemplo #3,youtube#playlistItem,"En este video hago un ejemplo de como analizar un circuito que tiene resistencias en serie y en paralelo.
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com",IK-qhqkcnvlyu8rj3oai4F_gXhs,2013-05-27T00:00:56Z,21617.0,93.0,3.0,0.0,8.0,"
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/OklmAuRi2SQ"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/OklmAuRi2SQ
